element,name,team,position,round,total_points,value,minutes,was_home,opponent_team,kickoff_time_formatted,team_h_score,team_a_score,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,open_play_crosses,big_chances_created,clearances_blocks_interceptions,recoveries,key_passes,tackles,winning_goals,attempted_passes,completed_passes,penalties_conceded,big_chances_missed,errors_leading_to_goal,errors_leading_to_goal_attempt,tackled,offside,target_missed,fouls,dribbles,transfers_balance,selected,transfers_in,transfers_out
53,Mäenpää,Brighton,Goalkeeper,21,0,4.0,0,False,Newcastle,30 Dec 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-349,59087,596,945
53,Mäenpää,Brighton,Goalkeeper,22,0,4.0,0,True,Bournemouth,01 Jan 12:30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-735,58386,634,1369
53,Mäenpää,Brighton,Goalkeeper,23,0,4.0,0,False,West Brom,13 Jan 15:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-730,57817,1196,1926
53,Mäenpää,Brighton,Goalkeeper,24,0,4.0,0,True,Chelsea,20 Jan 12:30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-739,57131,361,1100
53,Mäenpää,Brighton,Goalkeeper,25,0,4.0,0,False,Southampton,31 Jan 19:45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-803,56385,266,1069
53,Mäenpää,Brighton,Goalkeeper,26,0,4.0,0,True,West Ham,03 Feb 15:00,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-484,55920,205,689
53,Mäenpää,Brighton,Goalkeeper,27,0,4.0,0,False,Stoke,10 Feb 15:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-507,55457,293,800
53,Mäenpää,Brighton,Goalkeeper,28,0,4.0,0,True,Swansea,24 Feb 15:00,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-468,55059,238,706
53,Mäenpää,Brighton,Goalkeeper,29,0,3.9,0,True,Arsenal,04 Mar 13:30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5432,62017,5905,473
53,Mäenpää,Brighton,Goalkeeper,30,0,3.9,0,False,Everton,10 Mar 15:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13245,76787,14342,1097
53,Mäenpää,Brighton,Goalkeeper,32,0,3.9,0,True,Leicester,31 Mar 15:00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8146,89879,10759,2613
53,Mäenpää,Brighton,Goalkeeper,33,0,3.9,0,True,Huddersfield,07 Apr 15:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3806,94636,5631,1825
53,Mäenpää,Brighton,Goalkeeper,34,0,3.9,0,False,Crystal Palace,14 Apr 15:00,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8663,116844,11137,2474
53,Mäenpää,Brighton,Goalkeeper,34,0,3.9,0,True,Spurs,17 Apr 19:45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8663,116844,11137,2474
53,Mäenpää,Brighton,Goalkeeper,36,0,3.9,0,False,Burnley,28 Apr 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3870,109528,6034,2164
53,Mäenpää,Brighton,Goalkeeper,37,0,3.9,0,True,Man Utd,04 May 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920,116559,7665,3745
53,Mäenpää,Brighton,Goalkeeper,37,0,3.9,0,False,Man City,09 May 20:00,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920,116559,7665,3745
53,Mäenpää,Brighton,Goalkeeper,38,0,3.9,0,False,Liverpool,13 May 15:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,116297,4786,4243
54,Ryan,Brighton,Goalkeeper,1,2,4.5,90,True,Man City,12 Aug 17:30,0,2,0,0,0,2,0,0,0,0,0,3,0,15,17.4,0.0,0.0,1.7,0,0,0,0,10,0,0,0,27,13,0,0,0,0,0,0,0,0,0,0,29416,0,0
54,Ryan,Brighton,Goalkeeper,2,1,4.5,90,False,Leicester,19 Aug 15:00,2,0,0,0,0,2,0,0,0,0,0,2,0,11,12.0,0.0,0.0,1.2,0,0,0,3,10,0,0,0,33,18,0,0,1,0,0,0,0,0,0,-304,33370,1022,1326
54,Ryan,Brighton,Goalkeeper,3,6,4.5,90,False,Watford,26 Aug 15:00,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2.2,0.0,0.0,0.2,0,0,0,0,11,0,0,0,20,15,0,0,0,0,0,0,0,0,0,-1971,32083,384,2355
54,Ryan,Brighton,Goalkeeper,4,2,4.5,90,True,West Brom,09 Sep 15:00,3,1,0,0,0,1,0,0,0,0,0,2,0,14,14.2,0.0,0.0,1.4,0,0,0,0,12,0,0,0,27,16,0,0,0,0,0,0,0,0,0,-904,32012,1140,2044
54,Ryan,Brighton,Goalkeeper,5,1,4.5,90,False,Bournemouth,15 Sep 20:00,2,1,0,0,0,2,0,0,0,0,0,1,0,9,6.2,0.0,0.0,0.6,0,0,0,1,3,0,0,0,32,16,0,0,0,0,0,0,0,0,0,-412,32041,1211,1623
54,Ryan,Brighton,Goalkeeper,6,9,4.5,90,True,Newcastle,24 Sep 16:00,1,0,0,0,1,0,0,0,0,0,0,5,2,31,34.0,0.0,0.0,3.4,0,0,0,0,9,0,0,0,31,16,0,0,0,0,0,0,0,0,0,-1184,31128,706,1890
54,Ryan,Brighton,Goalkeeper,7,3,4.5,90,False,Arsenal,01 Oct 12:00,2,0,0,0,0,2,0,0,0,0,0,6,0,21,40.6,0.0,0.0,4.1,0,0,0,0,11,0,0,0,33,9,0,0,0,0,0,0,0,0,0,1069,33076,2599,1530
54,Ryan,Brighton,Goalkeeper,8,3,4.5,90,True,Everton,15 Oct 13:30,1,1,0,0,0,1,0,0,0,0,0,5,0,20,39.0,0.0,0.0,3.9,0,0,0,2,9,0,0,0,29,17,0,0,0,0,0,0,0,0,0,361,33873,2101,1740
54,Ryan,Brighton,Goalkeeper,9,6,4.5,90,False,West Ham,20 Oct 20:00,0,3,0,0,1,0,0,0,0,0,0,2,0,24,10.0,0.0,0.0,1.0,0,0,0,0,6,0,0,0,28,13,0,0,0,0,0,0,0,0,0,1013,35154,1935,922
54,Ryan,Brighton,Goalkeeper,10,2,4.5,90,True,Southampton,29 Oct 13:30,1,1,0,0,0,1,0,0,0,0,0,0,0,8,1.6,0.0,0.0,0.2,0,0,0,0,7,0,0,0,17,10,0,0,0,0,0,0,0,0,0,7332,43652,9577,2245
54,Ryan,Brighton,Goalkeeper,11,6,4.5,90,False,Swansea,04 Nov 15:00,0,1,0,0,1,0,0,0,0,0,0,2,0,24,17.8,0.0,0.0,1.8,0,0,0,0,7,0,0,0,37,17,0,0,0,0,0,0,0,0,0,-463,43442,1230,1693
54,Ryan,Brighton,Goalkeeper,12,2,4.5,90,True,Stoke,20 Nov 20:00,2,2,0,0,0,2,0,0,0,0,0,4,0,17,29.6,0.0,0.0,3.0,0,0,0,0,10,0,0,0,13,11,0,0,0,0,0,0,0,0,0,2782,46839,4178,1396
54,Ryan,Brighton,Goalkeeper,13,3,4.5,90,False,Man Utd,25 Nov 15:00,1,0,0,0,0,1,0,0,0,0,0,4,0,17,29.8,0.0,0.0,3.0,0,0,0,1,10,0,0,0,30,12,0,0,0,0,0,0,0,0,0,-933,46090,786,1719
54,Ryan,Brighton,Goalkeeper,14,9,4.5,90,True,Crystal Palace,28 Nov 19:45,0,0,0,0,1,0,0,0,0,0,0,4,2,28,26.2,0.0,0.0,2.6,0,0,0,0,7,0,0,0,27,14,0,0,0,0,0,0,0,0,0,2630,49243,3728,1098
54,Ryan,Brighton,Goalkeeper,15,0,4.5,90,True,Liverpool,02 Dec 15:00,1,5,0,0,0,5,0,0,0,0,0,2,0,12,14.8,0.0,0.0,1.5,0,0,0,0,8,0,0,0,26,21,0,0,0,0,0,0,0,0,0,3646,53576,5858,2212
54,Ryan,Brighton,Goalkeeper,16,2,4.5,90,False,Huddersfield,09 Dec 15:00,2,0,0,0,0,2,0,0,0,0,0,4,0,15,25.0,0.0,0.0,2.5,0,0,0,1,12,0,0,0,35,12,0,0,1,0,0,0,0,0,0,3597,58111,5663,2066
54,Ryan,Brighton,Goalkeeper,17,2,4.5,90,False,Spurs,13 Dec 20:00,2,0,0,0,0,2,0,0,0,0,0,5,0,19,25.6,0.0,0.0,2.6,0,0,0,0,10,0,0,0,31,10,0,0,0,0,0,0,0,0,0,-1759,56482,996,2755
54,Ryan,Brighton,Goalkeeper,18,11,4.5,90,True,Burnley,16 Dec 15:00,0,0,0,0,1,0,0,0,0,0,0,6,3,33,46.8,0.0,0.0,4.7,0,0,0,0,9,0,0,0,30,15,0,0,0,0,0,0,0,0,0,-58,56642,1803,1861
54,Ryan,Brighton,Goalkeeper,19,6,4.5,90,True,Watford,23 Dec 15:00,1,0,0,0,1,0,0,0,0,0,0,1,0,23,9.4,0.0,0.0,0.9,0,0,0,1,10,0,0,0,23,13,0,0,0,0,0,0,0,0,0,9427,67641,11864,2437
54,Ryan,Brighton,Goalkeeper,20,2,4.5,90,False,Chelsea,26 Dec 15:00,2,0,0,0,0,2,0,0,0,0,0,5,0,19,33.8,0.0,0.0,3.4,0,0,0,0,9,0,0,0,24,16,0,0,0,0,0,0,0,0,0,2082,70751,5309,3227
54,Ryan,Brighton,Goalkeeper,21,6,4.5,90,False,Newcastle,30 Dec 15:00,0,0,0,0,1,0,0,0,0,0,0,2,0,24,18.4,0.0,0.0,1.8,0,0,0,1,8,0,0,0,28,9,0,0,0,0,0,0,0,0,0,9529,81857,12871,3342
54,Ryan,Brighton,Goalkeeper,22,3,4.5,90,True,Bournemouth,01 Jan 12:30,2,2,0,0,0,2,0,0,0,0,0,6,0,20,43.0,0.0,0.0,4.3,0,0,0,3,5,0,0,0,30,15,0,0,0,0,0,0,0,0,0,27821,110515,35084,7263
54,Ryan,Brighton,Goalkeeper,23,1,4.5,90,False,West Brom,13 Jan 15:00,2,0,0,0,0,2,0,0,0,0,0,2,0,13,14.0,0.0,0.0,1.4,0,0,0,1,10,0,0,0,26,13,0,0,0,0,0,0,0,0,0,20862,133262,32442,11580
54,Ryan,Brighton,Goalkeeper,24,2,4.5,90,True,Chelsea,20 Jan 12:30,0,4,0,0,0,4,0,0,0,0,0,6,0,19,32.4,0.0,0.0,3.2,0,0,0,0,4,0,0,0,10,3,0,0,0,0,0,0,0,0,0,886,134897,10806,9920
54,Ryan,Brighton,Goalkeeper,25,2,4.5,90,False,Southampton,31 Jan 19:45,1,1,0,0,0,1,0,0,0,0,0,2,0,13,9.8,0.0,0.0,1.0,0,0,0,0,11,0,0,0,33,18,0,0,0,0,0,0,0,0,0,9824,145507,16883,7059
54,Ryan,Brighton,Goalkeeper,26,2,4.5,90,True,West Ham,03 Feb 15:00,3,1,0,0,0,1,0,0,0,0,0,0,0,8,1.4,0.0,0.0,0.1,0,0,0,0,6,0,0,0,24,9,0,0,0,0,0,0,0,0,0,3040,148897,7611,4571
54,Ryan,Brighton,Goalkeeper,27,8,4.5,90,False,Stoke,10 Feb 15:00,1,1,0,0,0,1,0,1,0,0,0,1,1,26,29.8,0.0,0.0,3.0,0,0,0,2,8,0,0,0,30,11,0,0,0,0,0,0,0,0,0,-1882,147381,4259,6141
54,Ryan,Brighton,Goalkeeper,28,2,4.5,90,True,Swansea,24 Feb 15:00,4,1,0,0,0,1,0,0,0,0,0,2,0,11,9.8,0.0,0.0,1.0,0,0,0,1,3,0,0,0,26,17,0,0,0,0,0,0,0,0,0,9529,158175,13351,3822
54,Ryan,Brighton,Goalkeeper,29,4,4.5,90,True,Arsenal,04 Mar 13:30,2,1,0,0,0,1,0,0,0,0,0,6,0,22,43.2,0.0,0.0,4.3,0,0,0,2,9,0,0,0,23,10,0,0,0,0,0,0,0,0,0,440,158938,5431,4991
54,Ryan,Brighton,Goalkeeper,30,7,4.5,90,False,Everton,10 Mar 15:00,2,0,0,0,0,2,0,1,0,0,0,2,1,29,39.4,0.0,0.0,3.9,0,0,0,3,10,0,0,0,32,11,0,0,0,0,0,0,0,0,0,4538,149493,8327,3789
54,Ryan,Brighton,Goalkeeper,32,1,4.6,90,True,Leicester,31 Mar 15:00,0,2,0,0,0,2,0,0,0,0,0,2,0,13,26.4,0.0,0.0,2.6,0,0,0,0,10,0,0,0,25,12,0,0,0,0,0,0,0,0,0,35179,184036,44227,9048
54,Ryan,Brighton,Goalkeeper,33,3,4.6,90,True,Huddersfield,07 Apr 15:00,1,1,0,0,0,1,0,0,0,0,0,4,0,17,22.2,0.0,0.0,2.2,0,0,0,1,10,0,0,0,29,11,0,0,0,0,0,0,0,0,0,24584,209522,29131,4547
54,Ryan,Brighton,Goalkeeper,34,2,4.6,90,False,Crystal Palace,14 Apr 15:00,3,2,0,0,0,3,0,0,0,0,0,4,0,16,22.8,0.0,0.0,2.3,0,0,0,0,7,0,0,0,27,14,0,0,0,0,0,0,0,0,0,6740,217428,13623,6883
54,Ryan,Brighton,Goalkeeper,34,3,4.6,90,True,Spurs,17 Apr 19:45,1,1,0,0,0,1,0,0,0,0,0,5,0,20,34.2,0.0,0.0,3.4,0,0,0,0,13,0,0,0,32,10,0,0,0,0,0,0,0,0,0,6740,217428,13623,6883
54,Ryan,Brighton,Goalkeeper,36,10,4.6,90,False,Burnley,28 Apr 15:00,0,0,0,0,1,0,0,0,0,0,0,4,3,30,31.2,0.0,0.0,3.1,0,0,0,2,11,0,0,0,27,11,0,0,0,0,0,0,0,0,0,-1862,203807,3054,4916
54,Ryan,Brighton,Goalkeeper,37,8,4.6,90,True,Man Utd,04 May 20:00,1,0,0,0,1,0,0,0,0,0,0,3,1,27,19.8,0.0,0.0,2.0,0,0,0,0,11,0,0,0,35,19,0,0,0,0,0,0,0,0,0,-900,202622,6318,7218
54,Ryan,Brighton,Goalkeeper,37,2,4.6,90,False,Man City,09 May 20:00,3,1,0,0,0,3,0,0,0,0,0,4,0,16,31.8,0.0,0.0,3.2,0,0,0,1,8,0,0,0,31,14,0,0,0,0,0,0,0,0,0,-900,202622,6318,7218
54,Ryan,Brighton,Goalkeeper,38,2,4.6,90,False,Liverpool,13 May 15:00,4,0,0,0,0,4,0,0,0,0,0,6,0,21,46.0,0.0,0.0,4.6,0,0,0,0,11,0,0,0,31,10,0,0,0,0,0,0,0,0,0,-1031,202193,3358,4389
55,Dunk,Brighton,Defender,1,-1,4.5,90,True,Man City,12 Aug 17:30,0,2,0,0,0,2,1,0,0,0,0,0,0,8,26.8,10.3,54.0,9.1,0,0,0,12,3,1,0,0,11,8,0,0,0,0,0,0,0,0,0,0,79027,0,0
55,Dunk,Brighton,Defender,2,1,4.5,90,False,Leicester,19 Aug 15:00,2,0,0,0,0,2,0,0,0,0,0,0,0,13,22.2,0.1,2.0,2.4,0,0,0,7,4,0,0,0,52,44,0,0,0,0,0,0,0,1,0,-4868,77139,1235,6103
55,Dunk,Brighton,Defender,3,6,4.5,90,False,Watford,26 Aug 15:00,0,0,0,0,1,0,0,0,0,0,0,0,0,25,17.0,1.5,27.0,4.6,0,0,0,5,5,0,0,0,59,52,0,0,0,0,0,0,1,0,1,-8028,69626,915,8943
55,Dunk,Brighton,Defender,4,2,4.5,90,True,West Brom,09 Sep 15:00,3,1,0,0,0,1,0,0,0,0,0,0,0,22,26.6,12.1,2.0,4.1,0,0,0,11,6,1,2,0,62,52,0,0,0,0,0,0,0,0,0,-1099,69378,6844,7943
55,Dunk,Brighton,Defender,5,1,4.5,90,False,Bournemouth,15 Sep 20:00,2,1,0,0,0,2,0,0,0,0,0,0,0,10,30.8,0.3,0.0,3.1,0,0,0,9,5,0,0,0,28,22,0,0,0,0,0,0,0,1,0,-3026,66814,2353,5379
55,Dunk,Brighton,Defender,6,6,4.5,90,True,Newcastle,24 Sep 16:00,1,0,0,0,1,0,0,0,0,0,0,0,0,26,24.6,3.4,0.0,2.8,0,0,0,14,4,0,0,0,40,30,0,0,0,1,1,0,0,0,0,-5582,61526,1224,6806
55,Dunk,Brighton,Defender,7,1,4.4,90,False,Arsenal,01 Oct 12:00,2,0,0,0,0,2,0,0,0,0,0,0,0,12,23.6,0.3,7.0,3.1,0,0,0,11,6,0,0,0,32,25,0,0,0,1,0,0,0,3,1,1054,63321,5907,4853
55,Dunk,Brighton,Defender,8,1,4.4,90,True,Everton,15 Oct 13:30,1,1,0,0,0,1,0,0,0,1,0,0,0,9,22.8,1.0,54.0,7.8,0,0,0,7,7,0,1,0,51,34,0,0,0,0,0,0,0,1,0,96,63912,6077,5981
55,Dunk,Brighton,Defender,9,6,4.4,90,False,West Ham,20 Oct 20:00,0,3,0,0,1,0,0,0,0,0,0,0,0,24,27.2,0.1,0.0,2.7,0,0,0,13,4,0,0,0,20,16,0,0,0,0,0,0,0,1,0,285,64408,3165,2880
55,Dunk,Brighton,Defender,10,2,4.4,90,True,Southampton,29 Oct 13:30,1,1,0,0,0,1,0,0,0,0,0,0,0,15,27.6,1.7,0.0,2.9,0,0,0,8,10,0,0,0,54,41,0,0,0,0,0,0,0,0,0,16853,82295,21231,4378
55,Dunk,Brighton,Defender,11,5,4.4,90,False,Swansea,04 Nov 15:00,0,1,0,0,1,0,0,0,0,1,0,0,0,21,24.6,0.1,17.0,4.2,0,0,0,10,7,0,0,0,44,35,0,0,0,0,0,0,0,3,0,5666,88550,9125,3459
55,Dunk,Brighton,Defender,12,1,4.4,90,True,Stoke,20 Nov 20:00,2,2,0,0,0,2,0,0,0,0,0,0,0,13,25.0,11.8,2.0,3.9,0,0,0,6,7,1,0,0,57,45,0,0,0,0,0,0,0,1,0,23812,113947,28405,4593
55,Dunk,Brighton,Defender,13,0,4.4,90,False,Man Utd,25 Nov 15:00,1,0,0,0,0,1,1,0,0,0,0,0,0,10,12.8,0.3,20.0,3.3,0,0,0,10,9,0,0,0,36,27,0,0,0,0,0,0,0,0,0,6001,120618,12283,6282
55,Dunk,Brighton,Defender,14,5,4.4,90,True,Crystal Palace,28 Nov 19:45,0,0,0,0,1,0,0,0,0,1,0,0,0,17,15.4,0.4,24.0,4.0,0,0,0,5,9,0,0,0,40,25,0,0,0,0,0,1,1,1,0,9369,130622,13965,4596
55,Dunk,Brighton,Defender,15,-2,4.4,90,True,Liverpool,02 Dec 15:00,1,5,0,0,0,5,1,0,0,0,0,0,0,7,24.8,0.5,0.0,2.5,0,0,0,5,7,0,2,0,63,50,0,0,0,0,1,0,0,2,0,8246,139538,13152,4906
55,Dunk,Brighton,Defender,16,1,4.4,90,False,Huddersfield,09 Dec 15:00,2,0,0,0,0,2,0,0,0,0,0,0,0,18,20.8,0.1,2.0,2.3,0,0,0,7,11,0,2,0,37,28,0,0,0,0,0,0,0,0,0,4507,145132,12118,7611
55,Dunk,Brighton,Defender,17,1,4.4,90,False,Spurs,13 Dec 20:00,2,0,0,0,0,2,0,0,0,0,0,0,0,14,36.0,0.3,0.0,3.6,0,0,0,11,4,0,1,0,21,15,0,0,0,0,0,0,0,0,0,-2778,142765,5596,8374
55,Dunk,Brighton,Defender,18,8,4.4,90,True,Burnley,16 Dec 15:00,0,0,0,0,1,0,0,0,0,1,0,0,3,33,40.2,11.4,36.0,8.8,0,0,0,17,15,1,0,0,58,50,0,0,0,0,0,0,0,0,0,-1449,141694,5343,6792
55,Dunk,Brighton,Defender,19,7,4.4,90,True,Watford,23 Dec 15:00,1,0,0,0,1,0,0,0,0,0,0,0,1,26,20.8,10.1,9.0,4.0,0,0,0,6,4,1,1,0,44,36,0,1,0,0,0,0,1,0,1,16964,160007,21938,4974
55,Dunk,Brighton,Defender,20,1,4.5,90,False,Chelsea,26 Dec 15:00,2,0,0,0,0,2,0,0,0,0,0,0,0,17,27.2,10.4,0.0,3.8,0,0,0,8,5,1,1,0,37,31,0,0,0,0,1,0,0,0,0,5641,166368,10558,4917
55,Dunk,Brighton,Defender,21,6,4.5,90,False,Newcastle,30 Dec 15:00,0,0,0,0,1,0,0,0,0,1,0,0,1,31,45.8,0.2,17.0,6.3,0,0,0,14,10,0,2,0,52,47,0,1,0,0,0,0,0,2,1,11003,177943,17517,6514
55,Dunk,Brighton,Defender,22,1,4.5,90,True,Bournemouth,01 Jan 12:30,2,2,0,0,0,2,0,0,0,0,0,0,0,15,47.8,0.4,2.0,5.0,0,0,0,12,5,0,0,0,50,41,0,0,0,0,0,0,0,2,0,16809,195242,25696,8887
55,Dunk,Brighton,Defender,23,1,4.5,90,False,West Brom,13 Jan 15:00,2,0,0,0,0,2,0,0,0,0,0,0,0,17,42.2,0.2,20.0,6.2,0,0,0,12,7,0,0,0,41,37,0,0,0,0,2,0,0,1,0,27982,224580,43862,15880
55,Dunk,Brighton,Defender,24,0,4.5,90,True,Chelsea,20 Jan 12:30,0,4,0,0,0,4,0,0,0,0,0,0,0,11,15.0,3.9,0.0,1.9,0,0,0,5,4,0,0,0,37,28,0,0,0,0,1,0,0,0,1,-7754,217367,9182,16936
55,Dunk,Brighton,Defender,25,2,4.5,90,False,Southampton,31 Jan 19:45,1,1,0,0,0,1,0,0,0,0,0,0,0,13,25.0,0.8,0.0,2.6,0,0,0,15,6,0,0,0,23,15,0,0,0,0,0,0,0,2,0,-5531,212243,7682,13213
55,Dunk,Brighton,Defender,26,1,4.5,90,True,West Ham,03 Feb 15:00,3,1,0,0,0,1,0,0,0,1,0,0,0,12,10.4,0.6,7.0,1.8,0,0,0,6,7,0,1,0,49,40,0,0,0,0,0,0,1,1,0,-2303,210118,5804,8107
55,Dunk,Brighton,Defender,27,2,4.5,90,False,Stoke,10 Feb 15:00,1,1,0,0,0,1,0,0,0,0,0,0,0,12,31.6,0.0,7.0,3.9,0,0,0,12,4,0,0,0,15,8,0,0,0,0,0,0,1,0,0,-6860,203481,3271,10131
55,Dunk,Brighton,Defender,28,0,4.5,90,True,Swansea,24 Feb 15:00,4,1,0,0,0,1,1,0,0,0,0,0,0,5,8.8,13.1,0.0,2.2,0,0,0,2,12,1,0,0,49,36,0,0,0,0,0,0,0,3,0,-2657,201282,5071,7728
55,Dunk,Brighton,Defender,29,8,4.5,90,True,Arsenal,04 Mar 13:30,2,1,1,0,0,1,0,0,0,0,0,0,0,22,46.6,0.0,37.0,8.4,0,0,0,8,4,0,0,0,22,16,0,0,0,0,0,0,1,0,0,-9439,191774,1475,10914
55,Dunk,Brighton,Defender,30,1,4.5,90,False,Everton,10 Mar 15:00,2,0,0,0,0,2,0,0,0,0,0,0,0,19,22.6,14.6,4.0,4.1,0,1,0,6,6,1,2,0,33,26,0,0,0,0,0,0,0,0,0,5778,187858,10901,5123
55,Dunk,Brighton,Defender,32,1,4.5,90,True,Leicester,31 Mar 15:00,0,2,0,0,0,2,0,0,0,0,0,0,0,18,17.8,21.0,4.0,4.3,0,0,0,6,13,2,0,0,54,41,0,0,0,0,0,0,1,0,2,3264,183781,14007,10743
55,Dunk,Brighton,Defender,33,2,4.5,90,True,Huddersfield,07 Apr 15:00,1,1,0,0,0,1,0,0,0,0,0,0,0,12,33.6,0.2,29.0,6.3,0,0,0,14,8,0,0,0,40,29,0,1,0,0,0,0,1,1,0,4145,188262,10251,6106
55,Dunk,Brighton,Defender,34,4,4.5,90,False,Crystal Palace,14 Apr 15:00,3,2,0,1,0,3,0,0,0,0,0,0,0,26,31.2,15.3,20.0,6.7,0,1,1,3,9,1,0,0,53,46,0,0,0,0,0,0,0,3,1,3679,193823,9853,6174
55,Dunk,Brighton,Defender,34,1,4.5,90,True,Spurs,17 Apr 19:45,1,1,0,0,0,1,0,0,0,1,0,0,0,9,26.2,0.3,18.0,4.5,0,0,0,12,5,0,0,0,28,21,0,0,0,0,1,0,1,1,2,3679,193823,9853,6174
55,Dunk,Brighton,Defender,36,6,4.5,90,False,Burnley,28 Apr 15:00,0,0,0,0,1,0,0,0,0,0,0,0,0,20,16.2,0.3,2.0,1.9,0,0,0,8,5,0,1,0,37,20,0,0,0,0,1,0,0,4,0,-3922,178198,1987,5909
55,Dunk,Brighton,Defender,37,8,4.5,90,True,Man Utd,04 May 20:00,1,0,0,0,1,0,0,0,0,0,0,0,2,28,33.2,0.3,2.0,3.6,0,0,0,11,5,0,0,0,33,27,0,0,0,0,0,0,0,0,0,-4810,173005,3382,8192
55,Dunk,Brighton,Defender,37,1,4.5,90,False,Man City,09 May 20:00,3,1,0,0,0,3,0,0,0,0,0,0,0,13,19.0,0.1,0.0,1.9,0,0,0,12,3,0,1,0,21,18,0,0,0,0,0,0,0,2,0,-4810,173005,3382,8192
55,Dunk,Brighton,Defender,38,0,4.5,90,False,Liverpool,13 May 15:00,4,0,0,0,0,4,0,0,0,0,0,0,0,14,33.0,0.3,0.0,3.3,0,0,0,11,6,0,0,0,17,12,0,0,0,0,0,0,0,0,1,-2762,170453,2271,5033
56,Duffy,Brighton,Defender,1,1,4.5,90,True,Man City,12 Aug 17:30,0,2,0,0,0,2,0,0,0,0,0,0,0,10,16.6,0.0,18.0,3.5,0,0,0,10,1,0,0,0,13,9,0,0,0,1,0,0,0,0,0,0,15722,0,0
56,Duffy,Brighton,Defender,2,1,4.5,90,False,Leicester,19 Aug 15:00,2,0,0,0,0,2,0,0,0,0,0,0,0,18,35.8,0.1,0.0,3.6,0,0,0,9,6,0,2,0,62,53,0,0,0,0,1,0,0,1,0,-232,17882,855,1087
56,Duffy,Brighton,Defender,3,9,4.5,90,False,Watford,26 Aug 15:00,0,0,0,0,1,0,0,0,0,0,0,0,3,30,22.8,11.2,8.0,4.2,0,0,0,13,7,1,1,0,58,48,0,0,0,0,0,0,1,2,0,-1142,17191,462,1604
56,Duffy,Brighton,Defender,4,2,4.5,90,True,West Brom,09 Sep 15:00,3,1,0,0,0,1,0,0,0,0,0,0,0,18,37.0,0.3,32.0,6.9,0,0,0,15,5,0,0,0,47,42,0,0,0,0,0,1,0,0,1,5119,24677,7734,2615
